symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
EZH2	0.5523152849004035	No data	0.6940504501635887	No data	0.8466384307003793	0.970616233343713	No data	No data	enhancer of zeste 2 polycomb repressive complex 2 subunit
BUB1B	0.55122072128798	No data	0.821677577355207	No data	0.5928258557461205	0.22745495210079558	No data	0.364150547769361	BUB1 mitotic checkpoint serine/threonine kinase B
LPP	0.5509282791426907	No data	0.9009157910175432	No data	No data	0.1063878895820337	No data	No data	LIM domain containing preferred translocation partner in lipoma
ABL2	0.5493246719801625	No data	0.7194734863182964	No data	No data	0.19149820124766065	No data	No data	ABL proto-oncogene 2, non-receptor tyrosine kinase
CBLB	0.5492418813947368	No data	0.8277568853313232	No data	0.6056344313867963	No data	No data	No data	Cbl proto-oncogene B
CAMTA1	0.5487369657840877	No data	0.9015667625191428	No data	No data	0.021277577916406734	No data	No data	calmodulin binding transcription activator 1
BLM	0.5485059361180219	0.6404734887795809	0.6861993030643314	No data	0.9445275142388995	0.2767351285445974	No data	No data	BLM RecQ like helicase
RHOA	0.5484807575804618	No data	0.6760091904697395	No data	0.9397742781770642	0.3990422533247663	No data	No data	ras homolog family member A
XPO1	0.5475198895762566	No data	0.6759868621472347	0.14353921610274387	0.7449416750862422	0.6610270203856992	No data	No data	exportin 1
PARP2	0.5473286602917417	No data	No data	0.8974728536865538	No data	0.05682464261008625	No data	No data	poly(ADP-ribose) polymerase 2
ARNT	0.5464608242381578	No data	0.821677577355207	No data	0.5930805462738289	0.13832620951322422	No data	No data	aryl hydrocarbon receptor nuclear translocator
WIF1	0.5455156304677229	0.19453785523571876	0.8278809528410398	No data	No data	0.7148382342042867	No data	0.3944862945701809	WNT inhibitory factor 1
DNM2	0.5454038765605659	No data	0.821677577355207	No data	0.5876994384743872	0.0903580006305445	No data	No data	dynamin 2
ETV5	0.545285001456262	No data	0.7135922747352749	No data	No data	0.22329354577297422	No data	No data	ETS variant transcription factor 5
ETNK1	0.544582372360655	No data	0.821677577355207	No data	0.5929525867949962	No data	No data	No data	ethanolamine kinase 1
PPP2R1A	0.5437808642088088	No data	0.6710849510090855	No data	0.9766135524714592	0.10925867390408857	No data	No data	protein phosphatase 2 scaffold subunit Aalpha
CCND1	0.5416386914001128	0.5921298863239042	0.6612513946521403	No data	0.8013862541803783	0.9444272794509353	No data	No data	cyclin D1
CCND3	0.5414494796287965	No data	0.8319786269814039	No data	0.35376320397354755	0.6499913657777869	No data	No data	cyclin D3
ATRX	0.5414098181350105	No data	0.8840288244172203	No data	No data	0.13098430976118022	No data	No data	ATRX chromatin remodeler
FANCM	0.5401503051274992	0.810557487864187	No data	No data	0.5909845077151846	0.18340583931303125	No data	No data	FA complementation group M
PTPRT	0.5399987248984213	No data	0.8864035540953907	No data	No data	0.03706689168770857	No data	No data	protein tyrosine phosphatase receptor type T
PRC1	0.5398937343715571	0.7080874973988323	No data	No data	No data	0.13386714690603316	No data	No data	protein regulator of cytokinesis 1
QKI	0.5397672398973186	No data	0.8761776773179629	No data	No data	0.23396892224747248	No data	No data	QKI, KH domain containing RNA binding
RUNX1	0.5381175959253395	No data	0.6924246571455879	No data	No data	0.883429331716339	No data	No data	RUNX family transcription factor 1
ZNF521	0.5378240939638144	No data	0.88467979591882	No data	No data	No data	No data	No data	zinc finger protein 521
MET	0.5377890188310701	0.19453785523571876	0.7020541687085334	0.1848812769692159	0.899643243895337	0.9193327159802189	No data	0.6275203712336261	MET proto-oncogene, receptor tyrosine kinase
ZBTB16	0.5373630184986032	No data	0.705715942365015	No data	No data	0.0799395224926081	No data	No data	zinc finger and BTB domain containing 16
RAF1	0.5372985624906962	No data	0.6940504501635887	0.49894110102476974	0.8230034382453946	0.3249271904467913	No data	No data	Raf-1 proto-oncogene, serine/threonine kinase
NFATC2	0.5363350369224625	No data	0.8658766276917661	No data	No data	0.3270756492549966	No data	No data	nuclear factor of activated T cells 2
MTCP1	0.5355427368361311	No data	0.8809271366743038	No data	No data	No data	No data	No data	mature T cell proliferation 1
DDX10	0.5348241093409107	No data	0.8767053950242231	No data	No data	0.06079307976116211	No data	No data	DEAD-box helicase 10
ARHGAP26	0.5343647010493234	No data	0.8761776773179629	No data	No data	0.056233598779074946	No data	No data	Rho GTPase activating protein 26
ALK	0.5339536900505535	No data	0.6331874836125799	0.13678442946261474	No data	0.8802703066566707	No data	No data	ALK receptor tyrosine kinase
AFF4	0.533900159704199	No data	0.8706260870481068	No data	No data	0.15198269940290526	No data	No data	AF4/FMR2 family member 4
NSD2	0.533798972931398	No data	0.8381820024672366	No data	No data	0.7975354998636689	No data	No data	nuclear receptor binding SET domain protein 2
ACVR1	0.5337641337854608	No data	0.8761776773179629	No data	No data	0.03647584785669727	No data	No data	activin A receptor type 1
BCORL1	0.5335793438581186	No data	0.8761776773179629	No data	No data	0.030396539880581056	No data	No data	BCL6 corepressor like 1
TOX3	0.5332496692625286	0.6816450936019954	No data	No data	No data	0.5336932583927496	No data	No data	TOX high mobility group box family member 3
MED12	0.5318522281946857	No data	0.663528033455441	No data	0.34370236166911805	0.08421530243580984	No data	No data	mediator complex subunit 12
GNAS	0.5312707492640657	No data	0.64073014458646	No data	No data	0.14360979864511586	No data	No data	GNAS complex locus
JAK2	0.5304142592519193	0.19453785523571876	0.5901156724972777	0.1801529263211255	0.8492840762895097	0.8640339542780936	No data	No data	Janus kinase 2
BCL11A	0.530232874661226	No data	0.8319786269814039	No data	No data	0.8042837921897197	No data	No data	BAF chromatin remodeling complex subunit BCL11A
PAX5	0.530020590628603	0.0025470752347524156	0.8381820024672366	No data	No data	0.6675722929991306	No data	No data	paired box 5
IKZF3	0.529382077407537	No data	0.8657525601820495	No data	No data	0.10081519060392716	No data	No data	IKAROS family zinc finger 3
CD79B	0.5291676496889693	No data	0.7915765593901316	No data	0.6056344313867963	0.14218825877471805	No data	No data	CD79b molecule
ADRA2A	0.5291010599888427	No data	No data	0.7774421683456614	0.7136603226598907	0.1656611423491667	No data	No data	adrenoceptor alpha 2A
UBR5	0.5290601006093465	No data	0.8412836902101531	No data	No data	0.5796000423553255	No data	No data	ubiquitin protein ligase E3 component n-recognin 5
SDHC	0.5287735539106916	0	0.8657525601820495	No data	No data	0.08079569169924448	No data	No data	succinate dehydrogenase complex subunit C
CTCF	0.5287658235406467	No data	0.65999976438097	No data	0.738422853285633	0.30051452558916786	No data	No data	CCCTC-binding factor
BCL9	0.5287233850322964	No data	0.8277568853313232	No data	No data	0.8390587088041442	No data	No data	BCL9 transcription coactivator
KCNU1	0.5285292347455197	0.8033453523878101	No data	No data	0.5283608472352486	No data	No data	No data	potassium calcium-activated channel subfamily U member 1
PDCD1LG2	0.5283811874521437	No data	0.8417308501930904	No data	No data	0.5483216308642457	No data	No data	programmed cell death 1 ligand 2
NOTCH1	0.5271247708860329	No data	0.7032174930743333	No data	0.8542353780625225	0.9534665018361581	No data	No data	notch receptor 1
MDM4	0.5269573682929022	0.3871411621996877	0.5891697804149303	No data	0.9475162551866969	0.7736023486943729	No data	No data	MDM4 regulator of p53
ADRA2B	0.5268630486465854	No data	No data	0.7774421683456614	0.7136603226598907	No data	No data	No data	adrenoceptor alpha 2B
RAP1GDS1	0.5263176444457763	No data	0.8657525601820495	No data	No data	No data	No data	No data	Rap1 GTPase-GDP dissociation stimulator 1
ATR	0.5262236436440371	0.18237923928348632	0.7001778390862753	0.1717235633586826	0.8128268153607042	No data	No data	No data	ATR serine/threonine kinase
CD274	0.525538054569378	No data	0.66019595923962	0.6774644661887432	No data	0.98805321150315	No data	No data	CD274 molecule
CREBBP	0.5254545525024616	No data	0.628276074628469	No data	0.9436273354678989	0.3819216111650779	No data	No data	CREB binding protein
PTCH1	0.5254133181421187	0.6092817549396469	0.6964251798417591	No data	No data	0.35622711349418	No data	0.49799495634685953	patched 1
STK11	0.5247709105561649	0.313506557260865	0.6964251798417591	No data	0.9296740920501314	0.8522520854795932	No data	0.6358307559432596	serine/threonine kinase 11
TACSTD2	0.5247077720255476	No data	No data	0.8199597118122469	No data	0.8628946096226527	No data	No data	tumor associated calcium signal transducer 2
PTPN11	0.5240486885000942	0.04529892613416769	0.7008427633961629	No data	0.8337288335531085	0.7157749784841585	No data	No data	protein tyrosine phosphatase non-receptor type 11
DEK	0.5237811778004667	No data	0.821677577355207	No data	No data	0.798053755941763	No data	No data	DEK proto-oncogene
HERC2	0.5235719233690262	No data	0.7447152270742359	No data	0.9267628141093165	0.030396539880581056	No data	No data	HECT and RLD domain containing E3 ubiquitin protein ligase 2
ZNF365	0.5231991283150769	0.857030135801433	No data	No data	No data	0.07185404288437355	No data	No data	zinc finger protein 365
BCOR	0.5227154484687331	No data	0.8552001924772387	No data	No data	0.09254057696976899	No data	No data	BCL6 corepressor
FLT4	0.5223865247423977	No data	0.6940504501635887	0.5024868883550457	0.5927003297650847	0.534895873735487	No data	No data	fms related receptor tyrosine kinase 4
MYC	0.5223613986556647	0.4623970422579225	0.6819775614142507	No data	0.8901145203704561	0.9773766081080789	No data	No data	MYC proto-oncogene, bHLH transcription factor
BTK	0.5222780597199908	No data	0.6503846316448325	0.06079307976116211	0.7548683121413452	0.048783069115012526	No data	No data	Bruton tyrosine kinase
FBXO11	0.5219568972237785	0.01654922726831635	0.8540368681114386	No data	No data	0.01823792392834863	No data	No data	F-box protein 11
ETV6	0.5213093062860249	No data	0.846033149566494	No data	No data	0.22962149282831054	No data	No data	ETS variant transcription factor 6
HNF4G	0.5212375564876475	0.8159823235616521	No data	No data	0.33131102140888996	No data	No data	No data	hepatocyte nuclear factor 4 gamma
RARA	0.5205687228870968	No data	0.6757741859284179	0.5386942345502975	0.738422853285633	0.3859827469018594	No data	No data	retinoic acid receptor alpha
MAP3K13	0.5202823810920588	No data	0.8521605384891806	No data	No data	0.07328943504540099	No data	No data	mitogen-activated protein kinase kinase kinase 13
ENSG00000283782	0.5183216853067927	0.8525998145564003	No data	No data	No data	No data	No data	No data	novel protein
RUNX1T1	0.5179330110050064	No data	0.846033149566494	No data	No data	0.11854650553426611	No data	No data	RUNX1 partner transcriptional co-repressor 1
IDH1	0.5177079131002698	No data	0.677327407760479	No data	No data	0.22189257817644759	No data	No data	isocitrate dehydrogenase (NADP(+)) 1
AKT3	0.5170874440656598	No data	0.4642834532278394	0.6482799358891361	0.9322350859870305	0.6301078751554989	No data	No data	AKT serine/threonine kinase 3
LEF1	0.5162799559694733	No data	0.8132340940550455	No data	No data	0.7201446155261202	No data	No data	lymphoid enhancer binding factor 1
PTPRB	0.5161775066952541	No data	0.846033149566494	No data	No data	0.06079307976116211	No data	No data	protein tyrosine phosphatase receptor type B
EP300	0.5153028124744011	0.19453785523571876	0.6964251798417591	No data	0.959247281750541	0.7750072536403474	No data	No data	E1A binding protein p300
MYD88	0.5152900736407476	No data	0.8381820024672366	No data	No data	0.1886208219639361	No data	No data	MYD88 innate immune signal transduction adaptor
XRCC2	0.5133661613144404	0.5813169382495122	No data	No data	0.8594906076832645	0.517757640773028	No data	No data	X-ray repair cross complementing 2
BCL11B	0.5123746996955838	No data	0.8381820024672366	No data	No data	0.09270944663577223	No data	No data	BAF chromatin remodeling complex subunit BCL11B
BCR	0.5123370074259691	No data	0.44488713508550437	0.681299165703934	0.8749992855750762	0.12987623851620056	No data	No data	BCR activator of RhoGEF and GTPase
NSD3	0.5120104807391597	No data	0.8381820024672366	No data	No data	0.08072719609492172	No data	No data	nuclear receptor binding SET domain protein 3
PDGFRA	0.5117745458404749	No data	0.6893009908072479	0.1969318858728175	0.9694646685521148	0.7571897800093873	No data	No data	platelet derived growth factor receptor alpha
MAP2K2	0.5113125460586522	No data	0.6909487624206722	0.19030375401489036	0.8206388977714434	0.09398262052784512	No data	No data	mitogen-activated protein kinase kinase 2
BAP1	0.510833462838584	No data	0.6073476647026852	No data	0.8716801789592729	0.07774421683456613	No data	0.7539590599408313	BRCA1 associated protein 1
CTNNB1	0.5106967471226692	No data	0.7020541687085334	No data	0.9439974428160932	0.9001584525680644	No data	No data	catenin beta 1
SPEN	0.510489317194499	No data	0.616934324386052	No data	No data	No data	No data	No data	spen family transcriptional repressor
PTGS1	0.5103595764788722	No data	No data	0.8337845750962022	No data	0.11436350051777472	No data	No data	prostaglandin-endoperoxide synthase 1
KMT2D	0.5102734225962418	No data	0.6410399677909544	No data	0.32321674337377776	0.17184818419417563	No data	No data	lysine methyltransferase 2D
RMI2	0.5100186281219687	No data	0.8381820024672366	No data	No data	0.015198269940290528	No data	No data	RecQ mediated genome instability 2
STAT3	0.5100143791624082	0.03281890384016443	0.6978031094081049	No data	0.9381704018644738	0.9814201027756321	No data	No data	signal transducer and activator of transcription 3
KNL1	0.5098774691496935	No data	0.8387097201734968	No data	No data	No data	No data	No data	kinetochore scaffold 1
CBFA2T3	0.5095566533036129	No data	0.8381820024672366	No data	No data	No data	No data	No data	CBFA2/RUNX1 partner transcriptional co-repressor 3
AFDN	0.5091947730292342	No data	0.833960260817156	No data	No data	0.07252952154838646	No data	No data	afadin, adherens junction formation factor
TRIM33	0.5087420691341038	No data	0.8319786269814039	No data	No data	0.09726892761785938	No data	No data	tripartite motif containing 33
SMAD2	0.5081499972334056	No data	0.6227071863929043	No data	0.8088380052843941	0.6074509969814733	No data	No data	SMAD family member 2
CLTCL1	0.5076333295700497	No data	0.8319786269814039	No data	No data	0.06079307976116211	No data	No data	clathrin heavy chain like 1
FCRL4	0.5069901265349692	No data	0.833960260817156	No data	No data	No data	No data	No data	Fc receptor like 4
MN1	0.5067829908880683	0.04776784420499712	0.821677577355207	No data	No data	No data	No data	No data	MN1 proto-oncogene, transcriptional regulator
EIF3E	0.5065339321634335	No data	0.8277568853313232	No data	No data	0.10905940769820477	No data	No data	eukaryotic translation initiation factor 3 subunit E
GABRA3	0.5064244332271775	No data	No data	0.7851426251154086	0.3441893342750761	0.2188550871401836	No data	No data	gamma-aminobutyric acid type A receptor subunit alpha3
CCNE1	0.5062415147103945	0.37804112260445927	0.6612513946521403	No data	0.942021530100914	0.9376156893696453	No data	No data	cyclin E1
MAP2K1	0.5055086943397062	No data	0.6819775614142507	0.19030375401489036	0.9532196284829524	0.7398832651088231	No data	No data	mitogen-activated protein kinase kinase 1
